college_id,College_Name,State,Stream
786,"PCTE Group of Institutes, Ludhiana ",Punjab,Management
787,Chandigarh Business School of Administration ,Punjab,Management
788,Baba Farid College of Management and Technology ,Punjab,Management
789,Chitkara University ,Punjab,Management
790,Indian Institute of Management ,Punjab,Management
791,"RIMT University, Gobindgarh ",Punjab,Management
792,"Guru Kashi University, Bathinda ",Punjab,Management
793,"Rayat Bahra University, Mohali ",Punjab,Management
794,"DAV University, Jalandhar ",Punjab,Management
795,"GNA University, Phagwara ",Punjab,Management
796,Indian School of Business ,Punjab,Management
797,"Adesh University, Bathinda ",Punjab,Management
798,Sant Baba Bhag Singh University ,Punjab,Management
799,Sri Guru Granth Sahib World University ,Punjab,Management
800,"Sri Aurobindo College of Commerce and Management, ",Punjab,Management
801,LM Thapar School of Management ,Punjab,Management
802,Global Institute of Management ,Punjab,Management
803,Malout Institute of Management and Information Technology ,Punjab,Management
804,Punjab College of Technical Education ,Punjab,Management
805,Global Institute of Management and Emerging Technologies ,Punjab,Management
806,"UEI Global, Ludhiana ",Punjab,Management
807,Rayat Institute of Management ,Punjab,Management
808,Synetic Business School ,Punjab,Management
809,Cordia Institutes of Hospitality and Tourism Management ,Punjab,Management
810,Cordia Business School ,Punjab,Management
811,Indian Institute of Management ,West bengal,Management
812,Vinod Gupta School of Management ,West bengal,Management
813,"International Management Institute- [IMI], Kolkata ",West bengal,Management
814,Indian Institute of Social Welfare and Business ,West bengal,Management
815,Calcutta Business School ,West bengal,Management
816,Eastern Institute for Integrated Learning In Management ,West bengal,Management
817,ICFAI Business School ,West bengal,Management
818,Institute of Engineering and Management ,West bengal,Management
819,Bhartiya Vidya Bhavan Institute of Management Science ,West bengal,Management
820,Institute of Management Study ,West bengal,Management
821,"Amity University, Kolkata ",West bengal,Management
822,"Techno India University, Kolkata ",West bengal,Management
823,"Adamas University, Kolkata ",West bengal,Management
824,"Brainware University, Kolkata ",West bengal,Management
825,Sister Nivedita University ,West bengal,Management
826,St. Xavier's University ,West bengal,Management
827,Management Development Institute ,West bengal,Management
828,"Praxis Business School, Kolkata ",West bengal,Management
829,The Neotia University ,West bengal,Management
830,"Goenka College of Commerce and Business Administration, ",West bengal,Management
831,Indian Institute of Foreign Trade ,West bengal,Management
832,Globsyn Business School ,West bengal,Management
833,Seacom Skills University ,West bengal,Management
834,Army Institute of Management ,West bengal,Management
835,Bengal Institute of Business Studies ,West bengal,Management
836,Indian Maritime University ,West bengal,Management
837,The Heritage Academy ,West bengal,Management
838,National Institute of Management ,West bengal,Management
839,"Inspiria Knowledge Campus, Siliguri ",West bengal,Management
840,International School of Hospitality Management ,West bengal,Management
841,KIIT School of Management ,Orissa,Management
842,Xavier University ,Orissa,Management
843,International Management Institute ,Orissa,Management
844,Institute of Management and Information Science ,Orissa,Management
845,Gandhi Institute of Management Studies ,Orissa,Management
846,GITA Autonomous College ,Orissa,Management
847,"Astha School of Management, Bhubaneswar ",Orissa,Management
848,Xavier Institute of Management ,Orissa,Management
849,Kalinga Institute of Industrial Technology ,Orissa,Management
850,Centurion University of Technology and Management ,Orissa,Management
851,KIIT School of Rural Management ,Orissa,Management
852,Sri Sri University ,Orissa,Management
853,"Khallikote University -[KUB], Berhampur ",Orissa,Management
854,Indian Institute of Management ,Orissa,Management
855,Birla Global University ,Orissa,Management
856,Siksha 'O' Anusandhan University ,Orissa,Management
857,"Srusti Academy of Management, Bhubaneswar ",Orissa,Management
858,Rourkela Institute of Management Studies ,Orissa,Management
859,Indian Institute of Tourism and Travel Management ,Orissa,Management
860,Amity Global Business School ,Orissa,Management
861,NIIS Institute of Information Science & Management ,Orissa,Management
862,"NIIS Institute of Business Administration, Bhubaneswar ",Orissa,Management
863,United School of Business Management ,Orissa,Management
864,Madhusudan Institute of Cooperative Management ,Orissa,Management
865,DAV School of Business Management ,Orissa,Management
866,Attitude Business School ,Orissa,Management
867,Institute of Professional Studies and Research ,Orissa,Management
868,College of IT & Management Education ,Orissa,Management
869,"Department of Management Studies, Indian Institute of ",Uttarakhand,Management
870,Indian Institute of Management ,Uttarakhand,Management
871,University of Petroleum and Energy Studies ,Uttarakhand,Management
872,IMS Unison University ,Uttarakhand,Management
873,Doon Business School ,Uttarakhand,Management
874,Roorkee Institute of Technology ,Uttarakhand,Management
875,ICFAI Business School ,Uttarakhand,Management
876,"Uttaranchal Institute of Management, Dehradun ",Uttarakhand,Management
877,"Doon University, Dehradun ",Uttarakhand,Management
878,"Uttaranchal University, Dehradun ",Uttarakhand,Management
879,Graphic Era University ,Uttarakhand,Management
880,Graphic Era Hill University ,Uttarakhand,Management
881,"ICFAI University, Dehradun ",Uttarakhand,Management
882,"MotherHood University, Roorkee ",Uttarakhand,Management
883,Himgiri Zee University ,Uttarakhand,Management
884,Swami Rama Himalayan University ,Uttarakhand,Management
885,Shri Guru Ram Rai University ,Uttarakhand,Management
886,UPES Centre for Continuing Education ,Uttarakhand,Management
887,Academy of Management Studies ,Uttarakhand,Management
888,Institute of Clinical Research ,Uttarakhand,Management
889,College of Agribusiness Management ,Uttarakhand,Management
890,"Nimbus Academy of Management- [NAM], Dehradun ",Uttarakhand,Management
891,Quantum School of Business ,Uttarakhand,Management
892,Dev Bhoomi Institute of Management Studies ,Uttarakhand,Management
893,Greenway Institute of Management Studies ,Uttarakhand,Management
894,"BRD College of Management and Sciences, Dehradun ",Uttarakhand,Management
895,Selaqui Institute of Management ,Uttarakhand,Management
896,Himalayan School of Management Studies ,Uttarakhand,Management
897,"Sai Business and Media School, Dehradun ",Uttarakhand,Management
898,"Loyola College, Chennai ",Tamil nadu,Science
899,Madras Christian College ,Tamil nadu,Science
900,"Presidency College, Chennai ",Tamil nadu,Science
901,"Stella Maris College, Chennai ",Tamil nadu,Science
902,"PSG College of Arts and Science, Coimbatore ",Tamil nadu,Science
903,"PSGR Krishnammal College for Women, Coimbatore ",Tamil nadu,Science
904,"Ethiraj College for Women, Chennai ",Tamil nadu,Science
905,"Scott Christian College, Nagercoil ",Tamil nadu,Science
906,Women's Christian College ,Tamil nadu,Science
907,"Government Arts College (Autonomous), Coimbatore ",Tamil nadu,Science
908,"Thiagarajar College, Madurai ",Tamil nadu,Science
909,"St. Joseph's College, Tiruchirappalli ",Tamil nadu,Science
910,"Queen Mary's College, Chennai ",Tamil nadu,Science
911,Bishop Heber College ,Tamil nadu,Science
912,Ayya Nadar Janaki Ammal College ,Tamil nadu,Science
913,"Kongunadu Arts and Science College, Coimbatore ",Tamil nadu,Science
914,"M.O.P. Vaishnav College for Women, Chennai ",Tamil nadu,Science
915,"CMS College of Science and Commerce, Coimbatore ",Tamil nadu,Science
916,"Sri Krishna Arts and Science College, Coimbatore ",Tamil nadu,Science
917,Jamal Mohamed College ,Tamil nadu,Science
918,Sri Ramakrishna Mission Vidyalaya College of Arts ,Tamil nadu,Science
919,"Sri Ramakrishna College of Arts and Science, ",Tamil nadu,Science
920,Virudhunagar Hindu Nadar's Senthikumara Nadar College ,Tamil nadu,Science
921,Madras School of Social Work ,Tamil nadu,Science
922,Dr. N.G.P. Arts and Science College ,Tamil nadu,Science
923,"Guru Nanak College, Chennai ",Tamil nadu,Science
924,"Vellalar College for Women, Erode ",Tamil nadu,Science
925,"St. Xavier's College (Autonomous), Palayamkottai ",Tamil nadu,Science
926,"V. O. Chidambaram College, Thoothukkudi ",Tamil nadu,Science
927,"Lady Doak College, Madurai ",Tamil nadu,Science
928,"Fergusson College, Pune ",Maharashtra,Science
929,"St. Xavier's College, Mumbai ",Maharashtra,Science
930,D.G. Ruparel College of Arts Science and ,Maharashtra,Science
931,"Mithibai College of Arts, Mumbai ",Maharashtra,Science
932,"Ramnarain Ruia Autonomous College, Mumbai ",Maharashtra,Science
933,B.K Birla College Of Arts Science & ,Maharashtra,Science
934,Jai Hind College ,Maharashtra,Science
935,Kishinchand Chellaram College ,Maharashtra,Science
936,Rajiv Gandhi Institute of Information Technology and ,Maharashtra,Science
937,"Sophia College for Women, Mumbai ",Maharashtra,Science
938,IIT Bombay ,Maharashtra,Science
939,Institute of Chemical Technology ,Maharashtra,Science
940,Savitribai Phule Pune University ,Maharashtra,Science
941,Dr DY Patil Vidyapeeth ,Maharashtra,Science
942,"DY Patil University, Navi Mumbai ",Maharashtra,Science
943,"Narsee Monjee College of Commerce and Economics, ",Maharashtra,Science
944,SP Jain Institute of Management and Research ,Maharashtra,Science
945,Mahatma Phule Krishi Vidyapeeth ,Maharashtra,Science
946,"Jamnalal Bajaj Institute of Management Studies -[JBIMS], ",Maharashtra,Science
947,"RA Podar College of Commerce and Economics, ",Maharashtra,Science
948,"Government Dental College & Hospital, Aurangabad ",Maharashtra,Science
949,Armed Forces Medical College ,Maharashtra,Science
950,Narsee Monjee Institute of Management Studies ,Maharashtra,Science
951,ILS Law College ,Maharashtra,Science
952,Visvesvaraya National Institute of Technology ,Maharashtra,Science
953,Grant Medical College and Sir J. J. ,Maharashtra,Science
954,Seth GS Medical College ,Maharashtra,Science
955,Central Institute of Fisheries Education ,Maharashtra,Science
956,St Andrew's College of Arts Science and ,Maharashtra,Science
957,Modern College of Arts Science and Commerce ,Maharashtra,Science
958,Indian Institute of Technology ,Uttar pradesh,Science
959,Sanjay Gandhi Postgraduate Institute of Medical Sciences ,Uttar pradesh,Science
960,Banaras Hindu University ,Uttar pradesh,Science
961,King George's Medical University ,Uttar pradesh,Science
962,Indian Institute of Technology ,Uttar pradesh,Science
963,Indian Veterinary Research Institute ,Uttar pradesh,Science
964,Aligarh Muslim University ,Uttar pradesh,Science
965,"Faculty of Law, Banaras Hindu University, Varanasi ",Uttar pradesh,Science
966,Institute of Medical Sciences ,Uttar pradesh,Science
967,"Amity University, Noida ",Uttar pradesh,Science
968,MNNIT Allahabad ,Uttar pradesh,Science
969,"Amity University, Lucknow ",Uttar pradesh,Science
970,"Lloyd Law College, Greater Noida ",Uttar pradesh,Science
971,Chaudhary Charan Singh University ,Uttar pradesh,Science
972,"National Post Graduate College, Lucknow ",Uttar pradesh,Science
973,IMS Design and Innovation Academy ,Uttar pradesh,Science
974,Jaypee Institute of Information Technology University ,Uttar pradesh,Science
975,Indian Institute of Information Technology ,Uttar pradesh,Science
976,Sam Higginbottom University of Agriculture Technology and ,Uttar pradesh,Science
977,"Dayalbagh Educational Institute Faculty of Engineering, Agra ",Uttar pradesh,Science
978,Ewing Christian College ,Uttar pradesh,Science
979,"CHM Institute of Hotel and Business Management, ",Uttar pradesh,Science
980,Teerthanker Mahaveer University ,Uttar pradesh,Science
981,"Presidency College of Education and Technology, Meerut ",Uttar pradesh,Science
982,"Mewar Institute of Management, Ghaziabad ",Uttar pradesh,Science
983,Rajiv Academy for Technology and Management ,Uttar pradesh,Science
984,Mangalayatan University ,Uttar pradesh,Science
985,Institute of Technology and Science ,Uttar pradesh,Science
986,Indian Institute of Sugarcane Research ,Uttar pradesh,Science
987,DAV College ,Uttar pradesh,Science
988,"St Stephen's College, New Delhi ",Delhi ncr,Science
989,"Hindu College, New Delhi ",Delhi ncr,Science
990,Lady Shri Ram College for Women ,Delhi ncr,Science
991,"Miranda House, New Delhi ",Delhi ncr,Science
992,Hansraj College ,Delhi ncr,Science
993,Kirori Mal College ,Delhi ncr,Science
994,"Ramjas College, New Delhi ",Delhi ncr,Science
995,"Sri Venkateswara College, New Delhi ",Delhi ncr,Science
996,Atma Ram Sanatan Dharma College ,Delhi ncr,Science
997,"Deen Dayal Upadhyaya College, New Delhi ",Delhi ncr,Science
998,Dyal Singh College ,Delhi ncr,Science
999,"Lady Irwin College, New Delhi ",Delhi ncr,Science
1000,"Gargi College, New Delhi ",Delhi ncr,Science
1001,Jesus and Mary College ,Delhi ncr,Science
1002,Sri Guru Tegh Bahadur Khalsa College ,Delhi ncr,Science
1003,Shaheed Rajguru College of Applied Sciences for ,Delhi ncr,Science
1004,"Jamia Millia Islamia University-[JMI], New Delhi ",Delhi ncr,Science
1005,Acharya Narendra Dev College ,Delhi ncr,Science
1006,Daulat Ram College ,Delhi ncr,Science
1007,"Maitreyi College, New Delhi ",Delhi ncr,Science
1008,Shyam Lal College ,Delhi ncr,Science
1009,Kamala Nehru College ,Delhi ncr,Science
1010,Indraprastha College for Women ,Delhi ncr,Science
1011,Maharaja Agrasen College ,Delhi ncr,Science
1012,"Shivaji College, New Delhi ",Delhi ncr,Science
1013,Shaheed Sukhdev College of Business Studies ,Delhi ncr,Science
1014,"Keshav Mahavidyalaya, New Delhi ",Delhi ncr,Science
1015,"Sri Guru Gobind Singh College of Commerce, ",Delhi ncr,Science
1016,"Kalindi College, New Delhi ",Delhi ncr,Science
1017,"Ramanujan college, New Delhi ",Delhi ncr,Science
1018,Andhra Loyola College ,Andhra pradesh,Science
1019,"Silver Jubilee Government Degree College, Kurnool ",Andhra pradesh,Science
1020,Acharya NG Ranga Agricultural University ,Andhra pradesh,Science
1021,Sri Venkateswara Institute of Medical Sciences ,Andhra pradesh,Science
1022,K L University ,Andhra pradesh,Science
1023,"Andhra University, College of Engineering ",Andhra pradesh,Science
1024,PES Institute of Medical Sciences and Research ,Andhra pradesh,Science
1025,Sri Venkateswara University ,Andhra pradesh,Science
1026,"Vignan’s Foundation for Science, Technology, and Research, ",Andhra pradesh,Science
1027,Shri Vishnu College of Pharmacy ,Andhra pradesh,Science
1028,"JNTUA College of Engineering, Ananthapur ",Andhra pradesh,Science
1029,Sagi Ramakrishnam Raju Engineering College ,Andhra pradesh,Science
1030,"Chalapathi Institute of Pharmaceutical Sciences, Guntur ",Andhra pradesh,Science
1031,Acharya Nagarjuna University ,Andhra pradesh,Science
1032,Sri Venkateswara Veterinary University ,Andhra pradesh,Science
1033,"TSR and TBK Degree and PG College, ",Andhra pradesh,Science
1034,"Dr. Lankapalli Bullayya College, Visakhapatnam ",Andhra pradesh,Science
1035,"Krea University, Sri City ",Andhra pradesh,Science
1036,Jawaharlal Nehru Technological University ,Andhra pradesh,Science
1037,PVKN Govt Degree College ,Andhra pradesh,Science
1038,Indian Institute of Technology ,Andhra pradesh,Science
1039,Centurion University of Technology and Management ,Andhra pradesh,Science
1040,Bapatla Engineering College ,Andhra pradesh,Science
1041,National Institute of Technology ,Andhra pradesh,Science
1042,"Rajiv Gandhi University of Knowledge Technologies -[RGUKT], ",Andhra pradesh,Science
1043,Indian Institute of Information Technology Design and ,Andhra pradesh,Science
1044,Rajeev Gandhi Memorial College of Engineering and ,Andhra pradesh,Science
1045,VIT University ,Andhra pradesh,Science
1046,"SRM University, Amaravathi ",Andhra pradesh,Science
1047,Mount Carmel College ,Karnataka,Science
1048,"Christ University, Bangalore ",Karnataka,Science
1049,St Joseph's College ,Karnataka,Science
1050,Kristu Jayanti College ,Karnataka,Science
1051,"St. Aloysius College, Mangalore ",Karnataka,Science
1052,The Oxford College of Science ,Karnataka,Science
1053,Jyoti Nivas College ,Karnataka,Science
1054,"NMKRV College for Women, Bangalore ",Karnataka,Science
1055,Indian Institute of Management ,Karnataka,Science
1056,National Law School of India University ,Karnataka,Science
1057,Kasturba Medical College ,Karnataka,Science
1058,Welcomgroup Graduate School of Hotel Administration ,Karnataka,Science
1059,Manipal College of Dental Sciences ,Karnataka,Science
1060,Manipal Academy of Higher Education ,Karnataka,Science
1061,National Institute of Technology ,Karnataka,Science
1062,Kasturba Medical College ,Karnataka,Science
1063,"Ramaiah Medical College, Bangalore ",Karnataka,Science
1064,"JSS Academy of Higher Education & Research, ",Karnataka,Science
1065,Bangalore Medical College and Research Institute ,Karnataka,Science
1066,Army Institute of Fashion and Design ,Karnataka,Science
1067,"JD Institute of Fashion Technology, Bangalore ",Karnataka,Science
1068,KS Hegde Medical Academy ,Karnataka,Science
1069,T. A. Pai Management Institute ,Karnataka,Science
1070,"University College of Law Bangalore University, Bangalore ",Karnataka,Science
1071,Belagavi Institute of Medical Sciences ,Karnataka,Science
1072,"College of Dental Sciences, Davanagere ",Karnataka,Science
1073,"Alliance University, Bangalore ",Karnataka,Science
1074,Ramaiah Institute of Technology ,Karnataka,Science
1075,International Institute of Information Technology ,Karnataka,Science
1076,BMS College of Engineering ,Karnataka,Science
1077,"Nizam College, Hyderabad ",Telangana,Science
1078,"Loyola Academy Degree and PG College, Secunderabad ",Telangana,Science
1079,"St Ann's College for Women, Hyderabad ",Telangana,Science
1080,"St Joseph's Degree and PG College, Hyderabad ",Telangana,Science
1081,"St Francis College for Women, Hyderabad ",Telangana,Science
1082,Indian Institute of Technology ,Telangana,Science
1083,University of Hyderabad ,Telangana,Science
1084,National Institute of Pharmaceutical Education and Research ,Telangana,Science
1085,National Institute of Technology ,Telangana,Science
1086,ICFAI Foundation for Higher Education ,Telangana,Science
1087,International Institute of Information Technology ,Telangana,Science
1088,Jawaharlal Nehru Technological University ,Telangana,Science
1089,ICFAI Business School ,Telangana,Science
1090,Kasturba Gandhi Degree and PG College for ,Telangana,Science
1091,Narsee Monjee Institute of Management Studies ,Telangana,Science
1092,A.V. College of Arts Science and Commerce ,Telangana,Science
1093,Osmania University College for Women ,Telangana,Science
1094,Indian Institute of Management and Commerce ,Telangana,Science
1095,Osmania University ,Telangana,Science
1096,Kakatiya University ,Telangana,Science
1097,Directorate of Sorghum Research ,Telangana,Science
1098,Siva Sivani Institute of Management ,Telangana,Science
1099,"Anurag University, Hyderabad ",Telangana,Science
1100,Centre for Cellular and Molecular Biology ,Telangana,Science
1101,Dr. B.R. Ambedkar Open University ,Telangana,Science
1102,K L University ,Telangana,Science
1103,"Gandhi Medical College, Secunderabad ",Telangana,Science
1104,Maulana Azad National Urdu University ,Telangana,Science
1105,Sarojini Naidu Vanita Mahavidyalaya ,Telangana,Science
1106,Raja Bahadur Venkat Rama Reddy Women's College ,Telangana,Science
1107,"IPS Academy, Indore ",Madhya pradesh,Science
1108,Indian Institute of Technology ,Madhya pradesh,Science
1109,School of Planning and Architecture ,Madhya pradesh,Science
1110,National Law Institute University ,Madhya pradesh,Science
1111,Maulana Azad National Institute of Technology ,Madhya pradesh,Science
1112,Indian Institute of Forest Management ,Madhya pradesh,Science
1113,Atal Bihari Vajpayee Indian Institute of Information ,Madhya pradesh,Science
1114,Rabindranath Tagore University ,Madhya pradesh,Science
1115,"Rajeev Gandhi College, Bhopal ",Madhya pradesh,Science
1116,Jawaharlal Nehru Krishi Vishwa Vidyalaya ,Madhya pradesh,Science
1117,Prestige Institute of Management ,Madhya pradesh,Science
1118,Islamia Karimia College ,Madhya pradesh,Science
1119,Shri Vaishnav Institute of Management ,Madhya pradesh,Science
1120,Institute for Excellence in Higher Education ,Madhya pradesh,Science
1121,"M.B. Khalsa College, Indore ",Madhya pradesh,Science
1122,"Amity University, Gwalior ",Madhya pradesh,Science
1123,Government M L B Girls PG College ,Madhya pradesh,Science
1124,"Devi Ahilya Vishwavidyalaya, Indore ",Madhya pradesh,Science
1125,"Government Maharani Laxmi Bai Girls PG College, ",Madhya pradesh,Science
1126,"Altius Institute of Universal Studies, Indore ",Madhya pradesh,Science
1127,Regional Institute of Education ,Madhya pradesh,Science
1128,Barkatullah University ,Madhya pradesh,Science
1129,Indira Gandhi National Tribal University ,Madhya pradesh,Science
1130,Rajmata Vijayaraje Scindia Krishi Vishwa Vidyalaya ,Madhya pradesh,Science
1131,Atal Bihari Vajpayee Hindi Vishwavidyalaya ,Madhya pradesh,Science
1132,Awadhesh Pratap Singh University ,Madhya pradesh,Science
1133,"Career College, Bhopal ",Madhya pradesh,Science
1134,Madhya Pradesh Bhoj (Open) University ,Madhya pradesh,Science
1135,Bonnie foi College ,Madhya pradesh,Science
1136,"VIT Bhopal University, Bhopal ",Madhya pradesh,Science
1137,"Trivandrum University College, Thiruvananthapuram ",Kerala,Science
1138,"Mar Ivanios College, Thiruvananthapuram ",Kerala,Science
1139,Sacred Heart College ,Kerala,Science
1140,Rajagiri College of Social Sciences ,Kerala,Science
1141,"Government College for Women, Thiruvananthapuram ",Kerala,Science
1142,"St Thomas' College, Thrissur ",Kerala,Science
1143,"St. Albert's College, Ernakulam ",Kerala,Science
1144,St. Berchmans College ,Kerala,Science
1145,"St Teresa's College (Autonomous), Ernakulam ",Kerala,Science
1146,"Mahatma Gandhi College, Trivandrum ",Kerala,Science
1147,"Government Arts College, Thiruvananthapuram ",Kerala,Science
1148,"Farook College, Kozhikode ",Kerala,Science
1149,"Newman College, Thodupuzha ",Kerala,Science
1150,T.K.M. College of Arts and Science ,Kerala,Science
1151,"St Joseph's College Devagiri, Calicut ",Kerala,Science
1152,"Fatima Mata National College, Kollam ",Kerala,Science
1153,"Christ College Irinjalakuda, Thrissur ",Kerala,Science
1154,"Mar Thoma College, Tiruvalla ",Kerala,Science
1155,"Nirmalagiri College, Kannur ",Kerala,Science
1156,National Institute of Technology ,Kerala,Science
1157,Indian Institute of Space Science and Technology ,Kerala,Science
1158,Mahatma Gandhi University ,Kerala,Science
1159,Calicut University ,Kerala,Science
1160,"Oriental School of Hotel Management Lakkidi, Wayanad ",Kerala,Science
1161,"Bishop Vayalil Memorial Holy Cross College, Kottayam ",Kerala,Science
1162,"St. Mary's College Sulthan Bathery, Sulthan Batheri ",Kerala,Science
1163,"Government College, Kasaragod ",Kerala,Science
1164,"Cochin University of Science and Technology, School ",Kerala,Science
1165,SCMS School of Technology and Management ,Kerala,Science
1166,Kerala Veterinary and Animal Sciences University ,Kerala,Science
1167,Birla Institute of Technology and Science ,Rajasthan,Science
1168,National Law University ,Rajasthan,Science
1169,College of Veterinary and Animal Sciences ,Rajasthan,Science
1170,"Institute of Hotel Management, Jodhpur, Jodhpur ",Rajasthan,Science
1171,"Banasthali Vidyapith, Jaipur ",Rajasthan,Science
1172,Indian Institute of Technology ,Rajasthan,Science
1173,All India Institute of Medical Sciences ,Rajasthan,Science
1174,Malaviya National Institute of Technology ,Rajasthan,Science
1175,Madhav University ,Rajasthan,Science
1176,"St Xaviers College, Jaipur ",Rajasthan,Science
1177,"Dr SN Medical College & Hospital, Jodhpur ",Rajasthan,Science
1178,Janardan Rai Nagar Rajasthan Vidyapeeth University ,Rajasthan,Science
1179,"Amity University, Jaipur ",Rajasthan,Science
1180,"Poddar Group of Institutions, Jaipur ",Rajasthan,Science
1181,"Lucky Institute of Professional Studies, Jodhpur ",Rajasthan,Science
1182,Jai Narain Vyas University ,Rajasthan,Science
1183,Mahatma Jyoti Rao Phoole University ,Rajasthan,Science
1184,"Lachoo Memorial College Science and Technology, Jodhpur ",Rajasthan,Science
1185,Birla Institute of Technology ,Rajasthan,Science
1186,Career Point University ,Rajasthan,Science
1187,"IIHMR University, Jaipur ",Rajasthan,Science
1188,"SPC Education Center, Jaipur ",Rajasthan,Science
1189,College of Veterinary and Animal Sciences ,Rajasthan,Science
1190,"St Wilfreds College for Girls, Jaipur ",Rajasthan,Science
1191,Mewar University ,Rajasthan,Science
1192,"Jaipur National University, School of Business & ",Rajasthan,Science
1193,"Swami Keshwanand Rajasthan Agricultural University, Bikaner ",Rajasthan,Science
1194,"Alankar P.G. Girls College, Jaipur ",Rajasthan,Science
1195,University of Rajasthan ,Rajasthan,Science
1196,Mehr Chand Mahajan Dayanand Anglo Vedic College ,Haryana,Science
1197,"Post Graduate Government College, Chandigarh ",Haryana,Science
1198,"Government Home Science College, Chandigarh ",Haryana,Science
1199,Goswami Ganesh Dutt Sanatan Dharama College ,Haryana,Science
1200,Post Graduate Institute of Medical Education & ,Haryana,Science
1201,Panjab University ,Haryana,Science
1202,National Dairy Research Institute ,Haryana,Science
1203,Maharshi Dayanand University ,Haryana,Science
1204,Government Medical College and Hospital ,Haryana,Science
1205,National Institute of Technology ,Haryana,Science
1206,Pt Bhagwat Dayal Sharma Post Graduate Institute ,Haryana,Science
1207,Chandigarh University ,Haryana,Science
1208,"Chitkara School of Hospitality -[CSH], Chandigarh ",Haryana,Science
1209,"University Institute of Tourism and Hospitality Management, ",Haryana,Science
1210,Punjab Engineering College University of Technology ,Haryana,Science
1211,Apeejay Stya University ,Haryana,Science
1212,"University School of Business, Chandigarh University ",Haryana,Science
1213,Kurukshetra University ,Haryana,Science
1214,"Arya Post Graduate College, Panipat ",Haryana,Science
1215,National Institute of Food Technology Entrepreneurship and ,Haryana,Science
1216,Guru Jambheshwar University of Science and Technology ,Haryana,Science
1217,"J.C. Bose University Of Science And Technology, ",Haryana,Science
1218,Maharishi Markandeshwar ,Haryana,Science
1219,DAV College ,Haryana,Science
1220,"Morph Academy, Chandigarh ",Haryana,Science
1221,Manav Rachna International Institute Of Research And ,Haryana,Science
1222,"SRM University Delhi NCR, Sonepat ",Haryana,Science
1223,"Ashoka University, Sonepat ",Haryana,Science
1224,MM Institute of Hotel Management and Catering ,Haryana,Science
1225,"Gurugram University, Gurgaon ",Haryana,Science
1226,PD Patel Institute of Applied Sciences ,Gujarat,Science
1227,"St Xavier's College, Ahmedabad ",Gujarat,Science
1228,Indian Institute of Technology ,Gujarat,Science
1229,National Institute of Pharmaceutical Education And Research ,Gujarat,Science
1230,"GLS Institute of Computer Application, Ahmedabad ",Gujarat,Science
1231,"Institute of Pharmacy, Nirma University, Ahmedabad ",Gujarat,Science
1232,B. J. Medical College ,Gujarat,Science
1233,Maharaja Sayajirao University of Baroda ,Gujarat,Science
1234,Sardar Vallabhbhai National Institute of Technology ,Gujarat,Science
1235,"Smt. NHL Municipal Medical College, Ahmedabad ",Gujarat,Science
1236,"Junagadh Agricultural University, Junagadh ",Gujarat,Science
1237,Pramukhswami Medical College ,Gujarat,Science
1238,Smt. B.K. Shah Medical Institute and Research ,Gujarat,Science
1239,LJ Institute of Computer Application ,Gujarat,Science
1240,Swami Vivekanand College of Computer Science ,Gujarat,Science
1241,Dr Babasaheb Ambedkar Open University ,Gujarat,Science
1242,"Christ College, Rajkot ",Gujarat,Science
1243,"Ahmedabad University, Ahmedabad ",Gujarat,Science
1244,Navrachana University ,Gujarat,Science
1245,Dhirubhai Ambani Institute of Information and Communication ,Gujarat,Science
1246,LM College of Pharmacy ,Gujarat,Science
1247,"Faculty of Technology and Engineering, Maharaja Sayajirao ",Gujarat,Science
1248,Anand Agricultural University ,Gujarat,Science
1249,Sardar Patel University ,Gujarat,Science
1250,Sardarkrushinagar Dantiwada Agricultural University ,Gujarat,Science
1251,Gujarat Arts and Science College ,Gujarat,Science
1252,"Navsari Agricultural University, Navsari ",Gujarat,Science
1253,Times Business School ,Gujarat,Science
1254,"CU Shah Science College, Ahmedabad ",Gujarat,Science
1255,Nirma University ,Gujarat,Science
1256,Mehr Chand Mahajan Dayanand Anglo Vedic College ,Punjab,Science
1257,"Post Graduate Government College, Chandigarh ",Punjab,Science
1258,"Government Home Science College, Chandigarh ",Punjab,Science
1259,Goswami Ganesh Dutt Sanatan Dharama College ,Punjab,Science
1260,Post Graduate Institute of Medical Education & ,Punjab,Science
1261,Panjab University ,Punjab,Science
1262,National Institute of Pharmaceutical Education and Research ,Punjab,Science
1263,Punjab Agricultural University ,Punjab,Science
1264,Thapar Institute of Engineering and Technology ,Punjab,Science
1265,Indian Institute of Technology ,Punjab,Science
1266,Government Medical College and Hospital ,Punjab,Science
1267,Kamla Nehru College for Women ,Punjab,Science
1268,"Government Medical College / Rajindra Hospital-[GMCP], Patiala ",Punjab,Science
1269,Chandigarh University ,Punjab,Science
1270,"Chitkara School of Hospitality -[CSH], Chandigarh ",Punjab,Science
1271,"University Institute of Tourism and Hospitality Management, ",Punjab,Science
1272,Punjab Engineering College University of Technology ,Punjab,Science
1273,Northern India Institute of Fashion Technology ,Punjab,Science
1274,"University School of Business, Chandigarh University ",Punjab,Science
1275,"Ludhiana College of Engineering and Technology, Ludhiana ",Punjab,Science
1276,Punjab Institute of Management and Technology ,Punjab,Science
1277,I.K. Gujral Punjab Technical University ,Punjab,Science
1278,"Khalsa College, Amritsar ",Punjab,Science
