college_id,UG_fee,PG_fee
1099,"54,000",--
1100,--,--
1101,"12,600","1,000"
1102,--,--
1103,--,--
1104,"4,700","9,000"
1105,"12,200","25,975"
1106,"22,780",--
1107,"11,429","11,644"
1108,"46,800","78,800"
1109,--,--
1110,"83,500",--
1111,"38,600",--
1112,"1,00,000",--
1113,"75,070",--
1114,"15,000","20,000"
1115,"15,000","20,000"
1116,"74,411","58,395"
1117,"62,450",--
1118,"9,852","22,550"
1119,"22,120",--
1120,"23,882","34,907"
1121,"22,000","20,000"
1122,"48,000","64,000"
1123,--,--
1124,"18,500","54,500"
1125,"1,300","8,420"
1126,"30,000",--
1127,"14,710",--
1128,"5,650","30,000"
1129,"8,740","10,400"
1130,"27,620","17,855"
1131,"9,100","13,650"
1132,"30,000","36,000"
1133,"15,000","15,000"
1134,"10,260","6,180"
1135,"12,000","18,800"
1136,"43,000","77,000"
1137,"1,555","3,595"
1138,"4,065","4,725"
1139,"6,970","10,200"
1140,"23,853","46,803"
1141,--,--
1142,"2,570","3,980"
1143,"37,500","45,000"
1144,"9,550","1,42,000"
1145,"3,500","7,000"
1146,"2,800","84,376"
1147,--,--
1148,"3,190","5,020"
1149,"3,265","4,993"
1150,"22,500","37,500"
1151,"71,300","38,000"
1152,"3,805","5,090"
1153,"8,71,000","9,70,000"
1154,--,--
1155,"2,545","4,380"
1156,"27,405","27,405"
1157,"21,400","87,400"
1158,"3,280","20,200"
1159,"2,520","5,525"
1160,"97,800",--
1161,"18,470","41,828"
1162,"45,000",--
1163,--,--
1164,"8,595",--
1165,"45,000",--
1166,"1,52,350","1,19,100"
1167,"4,92,950","86,825"
1168,"95,000",--
1169,"15,740","15,740"
1170,"48,000",--
1171,"1,18,500","1,18,500"
1172,"58,500","65,500"
1173,"1,465","20,000"
1174,"67,665","71,065"
1175,"45,000","22,000"
1176,"57,000",--
1177,--,--
1178,"23,000","26,000"
1179,"1,22,000","1,18,000"
1180,"37,000","36,000"
1181,"26,000","35,000"
1182,480,420
1183,"52,000","50,000"
1184,"51,175","51,175"
1185,--,--
1186,"39,000","31,000"
1187,"1,40,000",--
1188,"2,500","2,500"
1189,"15,740",--
1190,--,--
1191,"35,000","38,000"
1192,--,--
1193,"12,710","15,030"
1194,"26,000","40,000"
1195,"5,440","8,770"
1196,"37,200","22,900"
1197,"26,590","53,760"
1198,"87,060","55,530"
1199,"24,500",--
1200,"7,320","3,470"
1201,"12,700","12,000"
1202,"17,800",--
1203,"11,315","3,984"
1204,"9,500","26,054"
1205,"16,000",--
1206,"12,395","15,405"
1207,"1,10,000","1,00,000"
1208,--,--
1209,"1,16,000",--
1210,"28,000",--
1211,"2,90,200","1,20,000"
1212,"60,000",--
1213,"8,290","40,600"
1214,"28,900","48,500"
1215,"1,15,690",--
1216,"22,600","44,800"
1217,"53,195","53,195"
1218,"45,000","53,500"
1219,"29,065","58,910"
1220,"70,000","80,000"
1221,"1,16,000","1,65,000"
1222,"88,500","88,500"
1223,"9,25,000","45,000"
1224,"53,500","70,500"
1225,"50,000",--
1226,"49,000","80,000"
1227,"9,985","70,100"
1228,"48,500","48,500"
1229,"1,50,450","92,000"
1230,--,--
1231,"98,200",--
1232,--,--
1233,"9,090","8,840"
1234,"87,500","40,000"
1235,--,--
1236,"39,140","39,140"
1237,--,--
1238,--,--
1239,--,--
1240,--,--
1241,"4,200","26,000"
1242,"23,630","33,275"
1243,"2,60,000","2,60,000"
1244,"80,000","1,10,000"
1245,"3,75,000","65,000"
1246,--,--
1247,"9,840","9,660"
1248,"22,500","19,600"
1249,"68,140","61,325"
1250,"26,370",--
1251,--,--
1252,"45,100","42,900"
1253,--,--
1254,--,--
1255,"1,78,000","97,200"
1256,"37,200","22,900"
1257,"26,590","53,760"
1258,"87,060","55,530"
1259,"24,500",--
1260,"7,320","3,470"
1261,"12,700","12,000"
1262,"90,500","1,27,500"
1263,"72,920","1,02,390"
1264,"1,48,600","1,16,460"
1265,"24,270","16,300"
1266,"9,500","26,054"
1267,--,--
1268,--,--
1269,"1,10,000","1,00,000"
1270,--,--
1271,"1,16,000",--
1272,"28,000",--
1273,"1,25,090","1,25,090"
1274,"60,000",--
1275,"1,07,000",--
1276,--,--
1277,"32,150","38,600"
1278,"56,370","75,445"
1279,"22,200","25,080"
1280,--,--
1281,"1,18,000","33,000"
1282,"27,650","27,560"
1283,"52,000","27,900"
1284,"29,065","58,910"
1285,"60,500","1,68,000"
1286,"10,420","34,040"
1287,"14,400","14,400"
1288,"47,100","40,000"
1289,"68,534",--
1290,"1,371","6,561"
1291,"20,246","50,900"
1292,"22,640",--
1293,"25,465","82,070"
1294,"2,400",--
1295,"41,500","28,000"
1296,"2,314","1,604"
1297,"2,125","2,295"
1298,"1,37,000","1,77,510"
1299,"1,49,100","39,100"
1300,"6,000",--
1301,"1,05,000",--
1302,"1,56,000","1,40,000"
1303,"1,75,248","84,200"
1304,"1,98,000","1,20,000"
1305,"55,000","55,000"
1306,"88,550","1,16,000"
1307,--,--
1308,"16,060",--
1309,"1,49,000",--
1310,--,--
1311,"2,70,000",--
1312,"11,700",--
1313,"6,000",--
1314,"7,250",--
1315,"97,500","1,13,000"
1316,"84,460","43,568"
1317,"85,000","25,000"
1318,"85,000",--
1319,"1,39,000","2,71,000"
1320,"1,67,000","1,50,000"
1321,"40,000",--
1322,"91,140","91,140"
1323,"60,900",--
1324,"25,000",--
1325,"35,569","17,860"
1326,"14,155",--
1327,--,--
1328,"4,023","3,610"
1329,--,--
1330,--,--
1331,--,--
1332,"1,24,890","1,24,890"
1333,"24,700","51,100"
1334,--,--
1335,--,--
1336,"1,28,000",--
1337,"50,000","1,00,000"
1338,"80,000",--
1339,--,--
1340,--,--
1341,"2,70,000",--
1342,--,--
1343,"1,20,000","48,000"
1344,"21,500","28,500"
1345,"49,108","41,736"
1346,--,--
1347,"92,900",--
1348,"1,12,000",--
1349,"46,056","46,056"
1350,"3,36,500","3,69,500"
1351,"65,000",--
1352,--,--
1353,"75,000","55,000"
1354,"65,100",--
1355,"5,32,800","11,00,000"
1356,"41,750","47,750"
1357,"70,000","70,000"
1358,"80,000","1,80,000"
1359,"42,000","35,900"
1360,"62,650","1,05,000"
1361,"90,200","90,200"
1362,"1,21,700","1,06,000"
1363,"1,23,500","1,05,500"
1364,"1,26,600","66,390"
1365,"50,000","74,385"
1366,"2,40,000","2,56,800"
1367,"1,25,000","90,000"
1368,"78,500",--
1369,"60,000",--
1370,"69,200",--
1371,"3,00,000",--
1372,"12,650","11,580"
1373,"6,000",--
1374,"29,645","20,000"
1375,"76,000",--
1376,"79,084","1,200"
1377,--,--
1378,"9,000",--
1379,"9,500","11,450"
1380,"62,000","82,000"
1381,"51,000","33,000"
1382,"1,250","2,215"
1383,"57,000",--
1384,"56,850","10,000"
1385,"1,411",--
1386,--,--
1387,"1,355","1,135"
1388,"1,35,000","35,000"
1389,"44,170","28,995"
1390,"14,270","9,790"
1391,"7,195","10,195"
1392,"1,512",592
1393,"79,170","55,140"
1394,"52,000","35,000"
1395,"50,000",--
1396,"16,200","12,000"
1397,"20,000","20,590"
1398,"47,000","54,750"
1399,654,"15,915"
1400,"1,10,000",--
1401,--,--
1402,"5,537",--
1403,"35,000","32,000"
1404,"40,900","12,600"
1405,"19,100","40,511"
1406,"18,162","14,722"
1407,"9,995","13,230"
1408,"5,415","8,165"
1409,"14,831",--
1410,"95,000","35,000"
1411,"9,750","7,225"
1412,"9,535","32,920"
1413,"18,850","12,365"
1414,"12,950","11,715"
1415,"20,366","16,552"
1416,"19,350","4,000"
1417,"73,000",--
1418,"5,805",--
1419,--,--
1420,--,--
1421,"5,330","14,947"
1422,--,--
1423,"2,02,000",--
1424,"19,087","16,125"
1425,--,--
1426,"3,680","21,720"
1427,--,--
1428,"12,300",--
1429,"45,700","40,700"
1430,"4,170",--
1431,"3,995",--
1432,"3,420","3,900"
1433,"9,285","84,845"
1434,"1,10,000","1,20,000"
1435,"84,000","1,30,000"
1436,--,--
1437,"26,500","1,366"
1438,"25,000","25,500"
1439,"52,000","42,000"
1440,"59,500",--
1441,"30,000",--
1442,"35,000",--
1443,"79,900",--
1444,--,--
1445,"30,000",--
1446,"50,000",--
1447,"90,000","25,000"
1448,"15,000",--
1449,"25,500",--
1450,"25,000","90,000"
1451,"4,500",--
1452,"46,200","46,200"
1453,"87,700",--
1454,--,--
1455,"1,35,000","5,17,000"
1456,"1,69,950","1,03,000"
1457,"3,882","4,661"
1458,--,--
1459,--,--
1460,"5,717",--
1461,"53,000","1,317"
1462,"15,000","29,400"
1463,"19,870",--
1464,"18,260","18,310"
1465,"20,945","17,034"
1466,"12,405",--
1467,"12,495",--
1468,"13,745",--
1469,"28,100",--
1470,"16,610",--
1471,"3,000",--
1472,"12,185","11,771"
1473,"18,745",--
1474,"7,200","7,200"
1475,"55,500",--
1476,"26,965","18,954"
1477,"1,25,000",--
1478,"7,965",--
1479,"83,800",--
1480,"5,140",--
1481,"16,890",--
1482,"6,980",--
1483,"14,495","14,284"
1484,"15,800",--
1485,"3,984","3,192"
1486,"8,495",--
1487,"19,850",--
1488,"12,000",--
1489,"1,10,000","1,20,000"
1490,"4,001","3,685"
1491,--,--
1492,--,--
1493,"1,85,000","90,000"
1494,"8,510","9,900"
1495,"1,40,000","80,000"
1496,"4,665","11,750"
1497,"5,291",--
1498,"22,500",--
1499,--,--
1500,"8,555",--
1501,"80,000",--
1502,"1,53,000",--
1503,"16,000",--
1504,--,--
1505,--,--
1506,"1,53,000",--
1507,"25,000",--
1508,--,--
1509,--,--
1510,"3,714","15,500"
1511,"3,315","9,210"
1512,--,--
1513,--,--
1514,"6,000","20,000"
1515,"12,000",--
1516,"2,800","4,096"
1517,"15,000",--
1518,--,--
1519,"4,840",--
1520,--,--
1521,"2,45,000","30,000"
1522,"1,38,500","81,600"
1523,--,--
1524,"70,000","80,000"
1525,"1,50,000","1,50,000"
1526,"1,64,000","59,000"
1527,"70,450","78,500"
1528,"77,950","68,455"
1529,"7,55,000",--
1530,"6,00,000",--
1531,"30,000","80,000"
1532,--,--
1533,"21,018",--
1534,"36,000","36,000"
1535,"3,35,000",--
1536,"45,000",--
1537,"48,500",--
1538,--,--
1539,"5,90,000",--
1540,"1,49,000","1,69,000"
1541,"1,00,000",--
1542,"81,050","80,000"
1543,"50,000","70,000"
1544,"2,35,000","1,88,500"
1545,"86,700","72,700"
1546,"1,30,000","1,00,000"
1547,--,--
1548,"86,000","72,000"
1549,"64,500",--
1550,"1,85,000","1,90,000"
1551,"40,400",--
1552,"11,955","12,080"
1553,"26,155","22,730"
1554,"32,000",--
1555,--,--
1556,"47,500",--
1557,"11,210",--
1558,"35,000","47,000"
1559,"35,000","65,000"
1560,"12,000",--
1561,"22,000","12,080"
1562,"1,02,000",--
1563,"15,600",--
1564,"22,605","12,080"
1565,"2,50,000",--
1566,--,--
1567,"28,960","7,900"
1568,"10,000","12,080"
1569,"2,000","5,000"
1570,"2,05,000","1,40,000"
1571,"9,000","8,400"
1572,"7,800","11,000"
1573,"30,180",--
1574,"78,625",--
1575,"25,000",--
1576,--,--
1577,"60,000",--
1578,"14,900","20,900"
1579,"95,000",--
1580,"20,000","55,000"
1581,"7,000","6,000"
1582,"36,000",--
1583,"10,852","10,600"
1584,"18,000","18,000"
1585,"10,000",--
1586,--,--
1587,"18,882","8,000"
1588,"16,000","15,000"
1589,"1,02,000","96,000"
1590,--,--
1591,--,--
1592,"19,500",--
1593,"52,600","31,500"
1594,"5,250","4,870"
1595,"20,000",--
1596,"21,450","3,295"
1597,"6,700","8,000"
1598,"6,500","10,250"
1599,"30,000","15,000"
1600,"15,000","15,000"
1601,"2,880","5,340"
1602,"19,000","17,100"
1603,"70,000",--
1604,"95,000","3,75,000"
1605,"1,02,000",--
1606,"13,000","50,000"
1607,"1,74,176",--
1608,"34,350","8,100"
1609,"24,935","3,525"
1610,"23,853",--
1611,"19,720","20,200"
1612,"2,020","3,380"
1613,"22,500","37,500"
1614,"7,130","35,500"
1615,"7,900",--
1616,"5,000","37,500"
1617,"2,250","3,390"
1618,"2,290","3,760"
1619,"23,903","3,793"
1620,"18,000","37,500"
1621,"34,000",--
1622,"44,300",--
1623,"8,71,000","9,70,000"
1624,"32,478","41,828"
1625,"18,000","37,500"
1626,--,--
1627,--,--
1628,"22,500",--
1629,"1,960",--
1630,"18,000",--
1631,--,--
1632,"2,025","3,480"
1633,"86,500","84,900"
1634,--,--
1635,--,--
1636,"7,915",--
1637,"24,645","44,130"
1638,"86,825",--
1639,"1,44,500","1,18,500"
1640,"60,000","20,000"
1641,"63,000","53,000"
1642,"7,000","8,000"
1643,"84,000","1,08,000"
1644,"26,000","15,000"
1645,--,--
1646,480,420
1647,"45,000","31,000"
1648,"27,575",--
1649,"1,22,000","50,000"
1650,"5,000","2,500"
1651,--,--
1652,"28,000","33,000"
1653,"55,500",--
1654,"15,000","11,000"
1655,"5,440","23,300"
1656,"66,500","12,000"
1657,"15,000","9,800"
1658,"55,500",--
1659,"36,000","87,500"
1660,"12,000","75,000"
1661,"75,000",--
1662,"22,200","2,50,000"
1663,"82,000","15,200"
1664,"60,000","6,000"
1665,"23,930","24,940"
1666,"8,410","9,975"
1667,"3,984","3,192"
1668,"1,05,000","60,000"
1669,"50,275",--
1670,"2,90,200",--
1671,"1,05,000","60,000"
1672,"21,697","7,440"
1673,"23,150","16,290"
1674,"44,450",--
1675,"21,985","21,970"
1676,"1,41,000","99,000"
1677,"24,500",--
1678,"20,110","21,200"
1679,"20,000","30,000"
1680,"20,110","21,200"
1681,"1,35,000","70,200"
1682,"1,90,000",--
1683,"1,30,000","1,16,000"
1684,"3,50,000",--
1685,"1,36,000","1,36,000"
1686,"3,30,000","3,30,000"
1687,"65,000","50,000"
1688,"85,000","80,000"
1689,"7,00,000",--
1690,"80,000","1,20,000"
1691,"2,40,000","25,000"
1692,"79,500","1,32,500"
1693,"2,570","5,465"
1694,"60,485",--
1695,"8,360","22,800"
1696,--,--
1697,"58,500",--
1698,--,--
1699,--,--
1700,"26,000","2,200"
1701,"16,110",--
1702,"13,000","3,000"
1703,"2,60,000",--
1704,"60,425","57,725"
1705,--,--
1706,--,--
1707,--,--
1708,"62,200","1,23,700"
1709,--,--
1710,"50,000","35,000"
1711,"1,80,000",--
1712,"2,49,000",--
1713,"14,900","20,900"
1714,"2,85,000",--
1715,"39,000","21,300"
1716,"60,000","1,00,000"
1717,"25,000",--
1718,"6,000",--
1719,"58,500","22,100"
1720,"78,500",--
1721,--,--
1722,"45,000","65,500"
1723,"23,930","24,940"
1724,"8,410","9,975"
1725,--,--
1726,"1,05,000","60,000"
1727,"50,275",--
1728,"48,640",--
1729,"1,05,000","60,000"
1730,"1,43,000",--
1731,--,--
1732,--,--
1733,"1,22,000",--
1734,"60,465","67,550"
1735,"22,195","22,480"
1736,"27,500","27,560"
1737,"49,900","44,850"
1738,"21,985","21,970"
1739,"24,500",--
1740,"39,050","47,750"
1741,"70,000","60,000"
1742,--,--
1743,"20,110","21,200"
1744,"46,720","48,148"
1745,--,--
1746,"20,110","21,200"
1747,"16,200","23,200"
1748,--,--
1749,"1,22,000",--
1750,"38,400","23,400"
1751,"87,500","71,000"
1752,"1,300","1,485"
1753,"1,50,248","62,600"
1754,"4,400","2,314"
1755,"30,200","2,35,000"
1756,"51,986",--
1757,"1,35,000",--
1758,"1,65,000",--
1759,"3,600",--
1760,--,--
1761,"1,275",--
1762,--,--
1763,"2,555",--
1764,"11,060",--
1765,"80,000","1,25,000"
1766,"51,160","43,620"
1767,"82,000","1,05,100"
1768,"1,02,400","94,600"
1769,"12,000",--
1770,"1,32,000","1,36,000"
1771,"1,10,000",--
1772,"5,430",--
1773,"7,900",--
1774,"1,00,000","1,77,200"
1775,"1,50,000","35,000"
1776,"86,000",--
1777,"3,315",--
1778,--,--
1779,"60,000",--
1780,"1,79,000","15,000"
1781,"99,000",--
1782,"2,25,000","1,39,000"
1783,"3,08,000","1,67,000"
1784,"80,000",--
1785,"25,000",--
1786,--,--
1787,"10,130","3,535"
1788,--,--
1789,"1,11,890","1,51,890"
1790,--,--
1791,"1,28,000","67,500"
1792,--,--
1793,--,--
1794,"41,000",--
1795,"1,40,000","1,25,000"
1796,"2,190","2,190"
1797,"41,750","45,000"
1798,"80,000",--
1799,"30,000",--
1800,"22,500","1,00,000"
1801,"1,20,000",--
1802,--,--
1803,--,--
1804,"80,000",--
1805,--,--
1806,"2,707",--
1807,--,--
1808,972,--
1809,"8,800",--
1810,--,--
1811,--,--
1812,--,--
1813,"1,42,450",--
1814,"1,25,000",--
1815,"3,69,500",--
1816,"66,000",--
1817,"39,750","34,900"
1818,--,--
1819,"35,000","40,000"
1820,"47,750",--
1821,"1,05,000","1,06,590"
1822,"1,15,200",--
1823,"99,400","1,36,400"
1824,"1,17,516",--
1825,"1,42,800","1,13,600"
1826,"57,200","38,500"
1827,"50,000",--
1828,"53,000",--
1829,"70,250",--
1830,"40,000","45,300"
1831,"35,000","39,500"
1832,"1,57,600",--
1833,"18,000",--
1834,"69,500",--
1835,"65,800","91,400"
1836,"55,000",--
1837,"11,400","19,830"
1838,"1,250",870
1839,"6,000","3,500"
1840,"71,884","74,864"
1841,"9,500","11,450"
1842,"6,845","6,000"
1843,"9,456",--
1844,--,--
1845,"1,350",670
1846,"1,350",--
1847,265,815
1848,"17,000","8,000"
1849,"50,000","30,000"
1850,--,--
1851,"27,700",--
1852,"36,000","30,000"
1853,592,"1,512"
1854,"7,000","10,000"
1855,"35,000","35,000"
1856,"10,000","9,400"
1857,--,--
1858,"48,000","17,000"
1859,"3,200","30,000"
1860,--,--
1861,"2,400","20,000"
1862,"9,000","10,000"
1863,"1,930","2,605"
1864,"1,236",901
1865,--,--
1866,"1,411","1,478"
1867,"5,537","92,000"
1868,"9,355","9,680"
1869,"8,795","16,850"
1870,"5,730",--
1871,"4,825",--
1872,"24,920","10,815"
1873,"4,350",--
1874,--,--
1875,"40,140",--
1876,"19,350","14,800"
1877,"6,166","10,540"
1878,--,--
1879,"19,100","36,511"
1880,"4,095",--
1881,"3,995",--
1882,"25,000","8,000"
1883,"9,240","10,670"
1884,"6,925",--
1885,"11,015","5,765"
1886,"3,385","4,485"
1887,--,--
1888,"15,235","13,400"
1889,"7,520",--
1890,"6,772","7,444"
1891,"34,331",--
1892,"5,380","15,920"
1893,"18,136","1,050"
1894,--,--
1895,"3,415",--
1896,"10,500","11,500"
1897,"64,050",--
1898,"10,000","22,800"
1899,--,--
1900,"39,293","29,293"
1901,"42,160","13,990"
1902,--,--
1903,"7,586","22,500"
1904,"1,743","1,956"
1905,"10,000","10,000"
1906,"6,160","12,620"
1907,--,--
1908,--,--
1909,"66,000","66,000"
1910,--,--
1911,"13,675","19,100"
1912,"5,117","37,450"
1913,"3,640","3,185"
1914,"13,000",--
1915,"6,959","16,000"
1916,--,--
1917,--,--
1918,"5,970","4,460"
1919,"8,200","6,505"
1920,"2,060","18,875"
1921,"3,200","4,000"
1922,"6,568","24,800"
1923,--,--
1924,"3,500",--
1925,--,--
1926,--,--
1927,"15,870","17,976"
1928,"14,530","14,160"
1929,"17,560","18,010"
1930,"20,945","13,309"
1931,"13,495","14,284"
1932,"15,610","17,046"
1933,"12,295","12,681"
1934,"12,405","13,191"
1935,"8,495",--
1936,"15,000",--
1937,"11,000",--
1938,"13,000","24,100"
1939,"7,310",--
1940,"9,197",--
1941,"90,000","63,500"
1942,"1,65,000","1,26,000"
1943,"9,700","11,186"
1944,"30,300","20,000"
1945,"40,420",--
1946,"95,500",--
1947,"1,260","1,362"
1948,"12,345","9,339"
1949,"10,985","11,771"
1950,"15,000","19,550"
1951,"20,000","30,100"
1952,--,--
1953,"77,110","60,820"
1954,"20,915","18,954"
1955,"45,000","77,000"
1956,"17,440",--
1957,"5,291",--
1958,--,--
1959,"12,720",--
1960,"3,22,720",--
1961,--,--
1962,"1,65,000","1,45,000"
1963,--,--
1964,"6,325","8,290"
1965,"80,000","5,000"
1966,"70,000",--
1967,"5,950","6,900"
1968,"7,70,500",--
1969,--,--
1970,"17,450",--
1971,"50,000",--
1972,"43,000",--
1973,"16,000","1,60,000"
1974,--,--
1975,"75,000",--
1976,--,--
1977,--,--
1978,--,--
1979,--,--
1980,"3,714",--
1981,"3,315",--
1982,--,--
1983,--,--
1984,"6,000","20,000"
1985,"10,000","8,000"
1986,"50,000","20,000"
1987,--,--
1988,"50,000","70,000"
1989,--,--
1990,"20,492","40,000"
1991,--,--
1992,"19,018",--
1993,"2,40,000",--
1994,--,--
1995,--,--
1996,"73,100","1,19,000"
1997,--,--
1998,"4,913",--
1999,--,--
2000,--,--
2001,--,--
2002,"2,19,625","2,19,625"
2003,"3,00,000","3,00,000"
2004,"3,00,000","75,000"
2005,"28,800","99,750"
2006,"14,750","54,705"
2007,--,--
2008,"34,720",--
2009,--,--
2010,"82,000",--
2011,"75,000",--
2012,"1,20,000",--
2013,"50,900",--
2014,"1,90,000","1,69,000"
2015,"1,71,000","1,30,500"
2016,"31,100",--
2017,"4,600",--
2018,"17,095","5,190"
2019,"5,800","2,260"
2020,"47,000",--
2021,"9,205",--
2022,"10,000","7,360"
2023,"5,050","7,200"
2024,"21,980",--
2025,"35,200","31,395"
2026,"7,220","7,220"
2027,"47,000",--
2028,"1,20,000","1,20,000"
2029,--,--
2030,"20,000",--
2031,"1,60,000","1,30,000"
2032,"20,000","25,000"
2033,"3,240",--
2034,"18,010","7,340"
2035,--,--
2036,--,--
2037,"54,000",--
2038,"20,000",--
2039,"6,900","5,000"
2040,"3,300","4,000"
2041,"1,10,125",--
2042,"5,260","9,895"
2043,"26,120",--
2044,"70,000",--
2045,--,--
2046,"8,352","9,900"
2047,"18,882","19,707"
2048,--,--
2049,"1,250","1,370"
2050,"9,795","7,795"
2051,"10,100","10,250"
2052,"3,612","6,900"
2053,"10,000",--
2054,"50,000","10,000"
2055,--,--
2056,"10,300","11,300"
2057,"2,044","1,860"
2058,"78,800",--
2059,"1,75,000",--
2060,--,--
2061,--,--
2062,--,--
2063,"64,000","64,000"
2064,"24,500","24,500"
2065,"41,500",--
2066,"14,300","3,430"
2067,"6,700","25,600"
2068,"12,000","16,000"
2069,"10,000","10,000"
2070,"47,500","1,10,000"
2071,"10,000","15,000"
2072,--,--
2073,"32,000",500
2074,"27,200","45,000"
2075,"6,170","1,15,600"
2076,"6,500","5,000"
2077,--,--
2078,"18,000","37,500"
2079,"2,025","3,480"
2080,--,--
2081,"29,145","44,130"
2082,"3,920","5,200"
2083,--,--
2084,"9,50,000",--
2085,"2,695","1,715"
2086,"3,485","3,525"
2087,"19,453","21,703"
2088,"20,200","30,000"
2089,"2,020","3,380"
2090,"2,520","3,635"
2091,"7,900","8,460"
2092,"2,250","3,390"
2093,"2,335","3,760"
2094,"2,828","3,793"
2095,"18,000","37,500"
2096,"9,70,000","8,71,000"
2097,"45,478","38,828"
2098,"37,500",--
2099,"3,75,000",--
2100,--,--
2101,"18,000",--
2102,"1,960","3,120"
2103,"48,000",--
2104,"77,500","75,500"
2105,"63,000","53,000"
2106,"38,300","38,000"
2107,"15,000","16,500"
2108,"35,000","2,30,000"
2109,"19,000","1,05,000"
2110,"18,300","12,800"
2111,"78,000","69,600"
2112,"86,825",--
2113,"95,000",--
2114,--,--
2115,"65,500",--
2116,"71,065",--
2117,"60,000","35,000"
2118,"20,000","18,000"
2119,"70,000","90,000"
2120,"25,000","40,000"
2121,"16,000","16,000"
2122,420,480
2123,"31,000","50,000"
2124,"37,000","35,000"
2125,"1,40,000",--
2126,"2,500","2,500"
2127,--,--
2128,"28,000","75,000"
2129,"14,000","11,000"
2130,"5,440","23,300"
2131,"22,000","52,000"
2132,"36,000","88,500"
2133,"20,040","20,060"
2134,"37,430","20,250"
2135,"90,000","63,500"
2136,"1,65,000","1,26,000"
2137,"16,670","22,000"
2138,"16,670","18,400"
2139,"8,100","8,100"
2140,"3,132","8,132"
2141,"16,000",--
2142,"27,731",--
2143,"50,000","60,000"
2144,"2,90,200","2,90,200"
2145,"70,000",--
2146,"7,500","38,000"
2147,"20,850","23,200"
2148,"20,100","22,600"
2149,"53,195",--
2150,"88,500","88,500"
2151,"50,000",--
2152,"23,500",--
2153,"9,25,000","4,98,000"
2154,"10,000","20,000"
2155,--,--
2156,"59,200","64,700"
2157,"2,00,000",--
2158,"66,000","66,000"
2159,"3,50,000","4,50,000"
2160,"3,30,000","3,30,000"
2161,"4,50,000","45,000"
2162,"1,00,000",--
2163,"8,010","45,670"
2164,"2,200",--
2165,--,--
2166,--,--
2167,--,--
2168,"1,085","2,205"
2169,--,--
2170,"11,830","8,635"
2171,--,--
2172,--,--
2173,"1,86,000",--
2174,"4,55,000","48,500"
2175,"7,740","8,360"
2176,--,--
2177,"9,030","26,000"
2178,"12,890",--
2179,"2,60,000","2,50,000"
2180,"90,000",--
2181,"3,940","10,700"
2182,"1,07,000","1,07,000"
2183,--,--
2184,"5,500",--
2185,"3,78,000",--
2186,"97,200",--
2187,"1,80,000",--
2188,"2,49,000","86,000"
2189,"4,500","15,000"
2190,"1,65,000","1,21,000"
2191,"30,000",--
2192,"60,000","30,000"
2193,--,--
2194,"20,040","20,060"
2195,"37,430","20,250"
2196,"16,670","22,000"
2197,"16,670","18,400"
2198,"8,100","8,100"
2199,"79,920",--
2200,"1,13,200","1,16,460"
2201,"16,300",--
2202,"27,731",--
2203,"50,000","60,000"
2204,--,--
2205,"70,000",--
2206,"1,22,000",--
2207,"38,600","49,000"
2208,"45,670","45,830"
2209,"22,200","21,760"
2210,"42,000","27,560"
2211,"27,900",--
2212,"23,500",--
2213,"22,410","21,250"
2214,"1,34,000",--
2215,"55,400","85,000"
2216,--,--
2217,"24,688","33,348"
2218,"15,200","16,200"
2219,"3,50,000","1,34,000"
2220,"40,570","23,400"
2221,"31,000","45,000"
2222,"2,000","2,220"
2223,"22,200","8,200"
2224,"27,174",--
2225,"2,400",--
2226,"1,181","7,466"
2227,"21,940","17,500"
2228,"12,401",--
2229,"13,420",--
2230,"5,070",--
2231,"1,145","4,185"
2232,"7,720",--
2233,"35,360","44,220"
2234,"11,200",--
2235,"3,600","6,000"
2236,"4,195",--
2237,"2,955",--
2238,"2,249","18,300"
2239,"7,390",--
2240,"2,100",--
2241,600,--
2242,"50,000","40,000"
2243,--,--
2244,"28,000",--
2245,"2,314","80,000"
2246,"64,100","39,100"
2247,"1,90,000",--
2248,"76,300",--
2249,"90,000",--
2250,"2,580",--
2251,--,--
2252,"31,568",--
2253,"1,39,000","1,39,000"
2254,"40,000",--
2255,"3,535","4,003"
2256,--,--
2257,--,--
2258,--,--
2259,"60,000",--
2260,--,--
2261,"2,210","34,016"
2262,"51,500","97,500"
2263,--,--
2264,"1,67,000","2,40,000"
2265,"1,80,000",--
2266,"67,480",--
2267,"14,155","4,570"
2268,--,--
2269,"1,01,890","1,00,000"
2270,"24,700",--
2271,--,--
2272,--,--
2273,"1,00,000","1,20,000"
2274,"50,000","60,000"
2275,--,--
2276,--,--
2277,"18,700","19,500"
2278,"85,000",--
2279,"20,000","20,000"
2280,"20,000","20,000"
2281,"15,000",--
2282,--,--
2283,--,--
2284,"1,14,888","95,200"
2285,"1,05,000",--
2286,"5,24,000","4,66,000"
2287,"65,000","70,000"
2288,--,--
2289,--,--
2290,"41,750","36,150"
2291,"40,000","45,000"
2292,"80,000","1,80,000"
2293,"30,900","35,900"
2294,"42,980","1,05,000"
2295,"1,55,000","85,200"
2296,"79,600",--
2297,"1,63,100","1,45,000"
2298,"24,000","15,000"
2299,"2,56,800",--
2300,"1,40,000","40,000"
2301,"47,500",--
2302,"54,600",--
2303,"35,100","40,100"
2304,"28,000","35,000"
2305,"36,000",--
2306,"30,000","35,000"
2307,--,--
